GDA	Gda
KHDC1	Khdc1b
POGLUT1	Poglut1
G6PC	G6pc
G6PD	G6pdx
CYP27A1	Cyp27a1
FKBP14	Fkbp14
RIN2	Rin2
MTAP	Mtap
RIN1	Rin1
FKBP15	Fkbp15
FKBP10	Fkbp10
FKBP11	Fkbp11
CHL1	Chl1
RIN3	Rin3
WFIKKN2	Wfikkn2
ATG10	Atg10
WFIKKN1	Wfikkn1
FUT9	Fut9
MTDH	Mtdh
FUT8	Fut8
RAP1GAP	Rap1gap
ATG12	Atg12
FUT7	Fut7
ATG14	Atg14
ATG13	Atg13
KLC4	Klc4
FKBP1A	Fkbp1a
KLC3	Klc3
KLC2	Klc2
FKBP1B	Fkbp1b
PGBD5	Pgbd5
CYB561D2	Cyb561d2
CYB561D1	Cyb561d1
CYP27B1	Cyp27b1
PGBD1	Pgbd1
KLC1	Klc1
PNMAL2	Pnmal2
BCL2	Bcl2
BCL3	Bcl3
FUT4	Fut4
MLLT1	Mllt1
PNMAL1	Pnmal1
BCL6	Bcl6
FUT1	Fut1
FUT2	Fut2
MLLT6	Mllt6
MLLT4	Mllt4
BCL9	Bcl9
MLLT3	Mllt3
PDS5B	Pds5b
PDS5A	Pds5a
SOD1	Sod1
SOD3	Sod3
SOD2	Sod2
CHML	Chml
TOM1L1	Tom1l1
TOM1L2	Tom1l2
CHN1	Chn1
CHN2	Chn2
PPP2R4	Ppp2r4
TSPO	Tspo
OR4D11	Olfr1423
GUCD1	Gucd1
OR4D10	Olfr1424
ACSS2	Acss2
ACSS3	Acss3
ACSS1	Acss1
PDRG1	Pdrg1
GLTPD2	Gltpd2
GLTPD1	Gltpd1
MTO1	Mto1
BUTR1	Butr1
PICK1	Pick1
CHP2	Chp2
CHP1	Chp1
SNTN	Sntn
TNKS2	Tnks2
CHPF	Chpf
HRASLS	Hrasls
FUOM	Fuom
ZC3H3	Zc3h3
SNX9	Snx9
ZC3H4	Zc3h4
SNX6	Snx6
AGFG1	Agfg1
AGFG2	Agfg2
SNX5	Snx5
SNX8	Snx8
SNX7	Snx7
SNX2	Snx2
SNX1	Snx1
RRAGA	Rraga
SNX4	Snx4
SNX3	Snx3
RRAGD	Rragd
ZC3H6	Zc3h6
RRAGB	Rragb
ZC3H8	Zc3h8
RRAGC	Rragc
ZFC3H1	Zfc3h1
IRAK4	Irak4
IRAK3	Irak3
FOLR4	Folr4
FOLR2	Folr2
FOLR1	Folr1
BCHE	Bche
MTPN	Mtpn
TSR3	Tsr3
PRSS55	Prss55
PRSS56	Prss56
PRSS53	Prss53
PRSS54	Prss54
TSR1	Tsr1
TSR2	Tsr2
PRSS57	Prss57
PRSS58	Prss58
MYLPF	Mylpf
SNW1	Snw1
CYB561A3	Cyb561a3
TANGO6	Tango6
CADPS2	Cadps2
TANGO2	Tango2
CYFIP2	Cyfip2
CYFIP1	Cyfip1
MTOR	Mtor
CHRD	Chrd
ZCWPW2	Zcwpw2
ZCWPW1	Zcwpw1
BCAN	Bcan
BCAM	Bcam
UQCRFS1	Uqcrfs1
SELRC1	2010305A19Rik
KLHL29	Klhl29
IMMP2L	Immp2l
HEATR5A	Heatr5a
TSKS	Tsks
HEATR5B	Heatr5b
KLHL26	Klhl26
KLHL25	Klhl25
KLHL28	Klhl28
KLHL22	Klhl22
KLHL21	Klhl21
KLHL24	Klhl24
KLHL23	Klhl23
ZYX	Zyx
TSKU	Tsku
KLHL20	Klhl20
CHUK	Chuk
VCPIP1	Vcpip1
PRKCA	Prkca
IRAK2	Irak2
IRAK1	Irak1
UBE2A	Ube2a
COL23A1	Col23a1
PRKCI	Prkci
PRKCH	Prkch
UBE2F	Ube2f
UBE2I	Ube2i
PRKCG	Prkcg
UBE2H	Ube2h
PRKCE	Prkce
UBE2C	Ube2c
LDLRAD3	Ldlrad3
LDLRAD4	Ldlrad4
UBE2B	Ube2b
PRKCD	Prkcd
LDLRAD1	Ldlrad1
PRKCB	Prkcb
LDLRAD2	Ldlrad2
UBE2N	Ube2n
PRKD1	Prkd1
IMMP1L	Immp1l
UBE2O	Ube2o
PRKD2	Prkd2
PRKCQ	Prkcq
KLHL18	Klhl18
KLHL17	Klhl17
UBE2K	Ube2k
KLHL15	Klhl15
UBE2M	Ube2m
KLHL14	Klhl14
KLHL13	Klhl13
FAIM3	Faim3
UBE2W	Ube2w
KLHL12	Klhl12
C1QTNF12	C1qtnf12
KLHL11	Klhl11
KLHL10	Klhl10
UBE2S	Ube2s
FAIM2	Faim2
PRKD3	Prkd3
UBE2T	Ube2t
UBE2U	Ube2u
C20orf7	2310003L22Rik
PRKCZ	Prkcz
UBE2Z	Ube2z
UBE3B	Ube3b
C20orf3	2310001A20Rik
UBE3A	Ube3a
LMF2	Lmf2
C20orf4	0610011L14Rik
LMF1	Lmf1
PRKDC	Prkdc
UBE3D	Ube2cbp
UBE3C	Ube3c
TEX264	Tex264
MTM1	Mtm1
HEATR7A	Heatr7a
KLHL40	Klhl40
ZAR1L	Zar1l
SLC18B1	Slc18b1
KLHL42	Klhl42
KLHL41	Klhl41
YES1	Yes1
TEX261	Tex261
GIMAP4	Gimap4
GIMAP5	Gimap5
UBE4A	Ube4a
GIMAP6	Gimap6
L3MBTL2	L3mbtl2
GIMAP7	Gimap7
L3MBTL3	L3mbtl3
GIMAP8	Gimap8
UBE4B	Ube4b
L3MBTL1	L3mbtl1
MTL5	Mtl5
GIMAP1	Gimap1
TSLP	Tslp
SVOPL	Svopl
KLHL38	Klhl38
KLHL36	Klhl36
5-Mar	5-Mar
SLC18A2	Slc18a2
KLHL31	Klhl31
SLC18A3	Slc18a3
KLHL30	Klhl30
METAP1D	Metap1d
POFUT2	Pofut2
SLC18A1	Slc18a1
KLHL35	Klhl35
POFUT1	Pofut1
KLHL34	Klhl34
KLHL33	Klhl33
KLHL32	Klhl32
DLC1	Dlc1
C3orf70	2510009E07Rik
KCNK9	Kcnk9
KCNK7	Kcnk7
KCNK6	Kcnk6
KCNK5	Kcnk5
C3orf77	Gm9524
C3orf75	2610002I17Rik
R3HCC1	R3hcc1
C3orf62	1700102P08Rik
TTC7A	Ttc7
EMG1	Emg1
TTC7B	Ttc7b
MYO18B	Myo18b
C8orf44-SGK3	Sgk3
MSX1	Msx1
C3orf67	4930452B06Rik
TGIF1	Tgif1
TGIF2	Tgif2
MYO18A	Myo18a
EMCN	Emcn
MST1	Mst1
JAML	Jaml
KCNJ2	Kcnj2
MST4	2610018G03Rik
KCNJ3	Kcnj3
KCNJ1	Kcnj1
MYO15A	Myo15
ZDHHC9	Zdhhc9
C3orf80	1110032F04Rik
C3orf84	BC048562
EME2	Eme2
EME1	Eme1
PPFIBP1	Ppfibp1
PPFIBP2	Ppfibp2
MSTN	Mstn
DLAT	Dlat
TFCP2	Tfcp2
KCNK1	Kcnk1
KCNK2	Kcnk2
LACTB2	Lactb2
KCNK3	Kcnk3
KCNK4	Kcnk4
SYNE3	Syne3
KCNJ5	Kcnj5
SYNE4	Syne4
KCNJ4	Kcnj4
FNBP1	Fnbp1
SYNE1	Syne1
SYNE2	Syne2
KCNJ6	Kcnj6
KCNJ9	Kcnj9
KCNJ8	Kcnj8
FNBP4	Fnbp4
RWDD1	Rwdd1
DEPTOR	Deptor
RWDD3	Rwdd3
MARCKS	Marcks
RWDD4	Rwdd4a
KCNH1	Kcnh1
TTC22	Ttc22
MSR1	Msr1
TTC25	Ttc25
TTC26	Ttc26
TTC23	Ttc23
TTC24	Ttc24
SYNJ1	Synj1
TTC29	Ttc29
TTC27	Ttc27
TTC28	Ttc28
LATS1	Lats1
LATS2	Lats2
AP1S3	Ap1s3
C3orf37	8430410A17Rik
HIST2H2AB	Hist2h2ab
MSRA	Msra
AP1S1	Ap1s1
AP1S2	Ap1s2
C3orf33	E130311K13Rik
C3orf32	D630042P16Rik
HIST2H2AC	Hist2h2ac
C3orf30	4930435E12Rik
SYNJ2	Synj2
KCNG3	Kcng3
KCNG4	Kcng4
KCNG1	Kcng1
C3orf39	C85492
KCNG2	Kcng2
C3orf38	4930453N24Rik
ZDHHC2	Zdhhc2
ZDHHC1	Zdhhc1
ZDHHC4	Zdhhc4
TTC32	Ttc32
ZDHHC3	Zdhhc3
TTC33	Ttc33
ZP1	Zp1
TTC34	Ttc34
ZP2	Zp2
ZDHHC6	Zdhhc6
ZDHHC5	Zdhhc5
TTC35	Ttc35
ZP3	Zp3
ZDHHC8	Zdhhc8
TTC36	Ttc36
TTC37	Ttc37
CNOT10	Cnot10
ZDHHC7	Zdhhc7
TTC38	Ttc38
FBLIM1	Fblim1
NDUFA13	Ndufa13
NDUFA10	Ndufa10
NDUFA12	Ndufa12
NDUFA11	Ndufa11
C3orf24	4931417G12Rik
C3orf23	D9Ertd402e
C3orf26	2610528E23Rik
C3orf25	BC060267
C3orf20	4930590J08Rik
HIST2H2BF	Hist2h2bb
C3orf22	BC048671
KCNH6	Kcnh6
CNOT11	Cnot11
KCNH7	Kcnh7
KCNH8	Kcnh8
KCNH2	Kcnh2
KCNH3	Kcnh3
KCNH4	Kcnh4
KCNH5	Kcnh5
HSD3B2	Hsd3b2
TUFM	Tufm
HSD3B1	Hsd3b1
SORD	Sord
ZBTB6	Zbtb6
HSD3B7	Hsd3b7
ZBTB9	Zbtb9
C3orf52	BC016579
C3orf58	1190002N15Rik
AMELX	Amelx
AMELY	Amelx
SOS1	Sos1
PPP2CA	Ppp2ca
PPP2CB	Ppp2cb
SOS2	Sos2
MT1E	Mt1
KCNE1	Kcne1
KCNE2	Kcne2
KCNE5	Kcne1l
FBXW10	Fbxw10
MT1H	Mt2
FBXW11	Fbxw11
KCNE3	Kcne3
KCNE4	Kcne4
SOAT1	Soat1
TTC12	Ttc12
SOAT2	Soat2
TTC13	Ttc13
TTC14	Ttc14
MARCH9	March9
MARCH8	March8
MARCH7	March7
MARCH6	March6
WWTR1	Wwtr1
TTC16	Ttc16
MARCH5	March5
TTC17	Ttc17
MARCH4	March4
TTC18	Ttc18
MARCH3	March3
TTC19	Ttc19
MARCH1	March1
MARCH2	March2
SOST	Sost
C3orf43	2310010M20Rik
C3orf45	BY080835
MT2A	Mt2
ZBTB4	Zbtb4
KCNF1	Kcnf1
ZBTB5	Zbtb5
ZBTB2	Zbtb2
ZBTB3	Zbtb3
ZBTB1	Zbtb1
KCNC2	Kcnc2
KCNC1	Kcnc1
KCNC4	Kcnc4
KCNC3	Kcnc3
AP1G2	Ap1g2
ZAK	B230120H23Rik
AP1G1	Ap1g1
ZAN	Zan
JAG2	Jag2
DLK2	Dlk2
JAG1	Jag1
DLK1	Dlk1
RELL1	Rell1
RELL2	Rell2
CHAD	Chad
ELOVL1	Elovl1
PRKAR2B	Prkar2b
PRKAR2A	Prkar2a
ELOVL5	Elovl5
ELOVL4	Elovl4
ELOVL3	Elovl3
ELOVL2	Elovl2
ELOVL7	Elovl7
ELOVL6	Elovl6
ENOPH1	Enoph1
SAR1B	Sar1b
RPRD1B	Rprd1b
RPRD1A	Rprd1a
SAR1A	Sar1a
PQLC1	Pqlc1
PQLC2	Pqlc2
CHAT	Chat
PQLC3	Pqlc3
NMNAT3	Nmnat3
NMNAT2	Nmnat2
KCND3	Kcnd3
KCND2	Kcnd2
KCND1	Kcnd1
MTA2	Mta2
MTA3	Mta3
KRTDAP	Krtdap
DLL3	Dll3
HDAC10	Hdac10
MTA1	Mta1
DLL1	Dll1
HDAC11	Hdac11
WEE1	Wee1
WEE2	Wee2
PCOLCE2	Pcolce2
RASGRF2	Rasgrf2
RASGRF1	Rasgrf1
DLL4	Dll4
LLPH	Llph
NMNAT1	Nmnat1
BBS4	Bbs4
BBS5	Bbs5
BBS7	Bbs7
BBS9	Bbs9
KCNA2	Kcna2
KCNA1	Kcna1
LRRCC1	Lrrcc1
KCNA4	Kcna4
KCNA3	Kcna3
KCNA6	Kcna6
KCNA5	Kcna5
KCNA7	Kcna7
OSCP1	Oscp1
AMER3	Amer3
AMER1	Amer1
TUBB	Tubb5
AMER2	Amer2
NIPBL	Nipbl
TTBK2	Ttbk2
TTBK1	Ttbk1
MICU1	Micu1
MSMO1	Msmo1
KCNB2	Kcnb2
MICU2	Micu2
KCNB1	Kcnb1
MICU3	Micu3
THUMPD1	Thumpd1
NIPA2	Nipa2
NIPA1	Nipa1
THUMPD3	Thumpd3
THUMPD2	Thumpd2
UIMC1	Uimc1
SEBOX	Sebox
PRKAR1B	Prkar1b
PRKAR1A	Prkar1a
HIVEP3	Hivep3
SEC13	Sec13
HIVEP2	Hivep2
HIVEP1	Hivep1
YAE1D1	Yae1d1
SOLH	Solh
FAM25A	Fam25c
SLFN5	Slfn5
DLG4	Dlg4
NPC1L1	Npc1l1
DLG3	Dlg3
DLG5	Dlg5
NFIL3	Nfil3
DLG2	Dlg2
DLG1	Dlg1
ACRBP	Acrbp
FAM24A	Fam24a
ZFX	Zfx
ZFR	Zfr
EMC7	Emc7
BBS1	Bbs1
EMC8	Emc8
BBS2	Bbs2
EMC9	Emc9
CHGA	Chga
EMC3	Emc3
EMC4	Emc4
RRAS2	Rras2
EMC6	Emc6
CDK2AP1	Cdk2ap1
CDK2AP2	Cdk2ap2
EMC1	Emc1
EMC2	Emc2
JAM2	Jam2
CHFR	Chfr
JAM3	Jam3
ALDH9A1	Aldh9a1
C2orf76	3110009E18Rik
AP1M1	Ap1m1
C2orf73	4930505A04Rik
AP1M2	Ap1m2
C2orf74	1700093K21Rik
C2orf77	4930578N16Rik
C2orf78	Gm5592
SEC62	Sec62
SEC63	Sec63
MSX2	Msx2
CHD9	Chd9
CHD8	Chd8
CHD7	Chd7
CHD2	Chd2
CHD1	Chd1
C2orf72	2810459M11Rik
CHD6	Chd6
CHD5	Chd5
C2orf71	BC027072
CHD4	Chd4
C2orf70	1700001C02Rik
CHD3	Chd3
FAM26D	Fam26d
FAM26E	Fam26e
CHDH	Chdh
C2orf88	1700019D03Rik
AMDHD1	Amdhd1
AMDHD2	Amdhd2
JAK1	Jak1
JAK2	Jak2
JAK3	Jak3
C2orf81	1700003E16Rik
C2orf80	D630023F18Rik
C2orf82	3110079O15Rik
FAM26F	Fam26f
TEX101	Tex101
ADORA3	Adora3
FAM20A	Fam20a
C2orf61	1700011E24Rik
FAM20B	Fam20b
FAM20C	Fam20c
FAM105B	Fam105b
FAM105A	Fam105a
UHRF1BP1	Uhrf1bp1
ADORA1	Adora1
NKX6-2	Nkx6-2
NKX6-3	Nkx6-3
TCEANC2	Tceanc2
C2orf65	D6Mm5e
AFDN	Afdn
C2orf63	1700034F02Rik
C2orf62	Gm216
C2orf69	1700066M21Rik
ANKK1	Ankk1
C2orf68	0610030E20Rik
FAM21C	D6Wsu116e
YY2	Yy2
YY1	Yy1
C2orf50	2410004P03Rik
ACRV1	Acrv1
FAM104A	Fam104a
MGAT1	Mgat1
STRA13	Stra13
MGAT2	Mgat2
MGAT3	Mgat3
ALOX15B	Alox8
FER1L5	Fer1l5
FER1L6	Fer1l6
C2orf51	1700011F03Rik
C2orf54	2310007B03Rik
C2orf53	1700110M21Rik
MGAT5	Mgat5
C2orf56	2410091C18Rik
C2orf57	1700019O17Rik
ENPP5	Enpp5
ENPP6	Enpp6
ENPP7	Enpp7
PRLHR	Prlhr
ENPP1	Enpp1
ENPP2	Enpp2
ENPP3	Enpp3
ENPP4	Enpp4
TMCC3	Tmcc3
TMCC1	Tmcc1
TMCC2	Tmcc2
FAM102A	Fam102a
FAM102B	Fam102b
C2orf49	AI597479
C2orf47	9430016H08Rik
C2orf44	BC068281
C2orf43	1110057K04Rik
C2orf42	C87436
C2orf40	1500015O10Rik
NKX6-1	Nkx6-1
CYP4B1	Cyp4b1
FAM101B	Fam101b
TEX13A	Tex13a
TEX13C	Tex13c1
ATAD2B	Atad2b
SPG7	Spg7
ZCCHC24	Zcchc24
AP1B1	Ap1b1
AP1AR	Ap1ar
TMEM161A	Tmem161a
TMEM161B	Tmem161b
EDNRA	Ednra
EDNRB	Ednrb
VEPH1	Veph1
ATAD3A	Atad3a
ATAD3B	Atad3a
ELOF1	Elof1
SHARPIN	Sharpin
C2orf28	0610007C21Rik
C2orf29	D1Bwg0212e
ALOX12B	Alox12b
GSKIP	Gskip
FAM100B	Fam100b
COL11A2	Col11a2
COL11A1	Col11a1
SARDH	Sardh
FAM100A	Fam100a
ZCCHC12	Zcchc12
ZCCHC10	Zcchc10
ZCCHC11	Zcchc11
ZCCHC18	Zcchc18
SPEN	Spen
ZCCHC16	Zcchc16
ZCCHC17	Zcchc17
ZCCHC14	Zcchc14
SH3KBP1	Sh3kbp1
C2orf16	LOC100503696
C2orf18	4930471M23Rik
TSNAXIP1	Tsnaxip1
NXT1	Nxt1
SCAPER	Scaper
NXT2	Nxt2
GNPTAB	Gnptab
SPEG	Speg
CD2BP2	Cd2bp2
DDIT4L	Ddit4l
MGARP	Mgarp
MICALL2	Micall2
DFNA5	Dfna5
RRBP1	Rrbp1
AFF4	Aff4
AFF3	Aff3
AFF2	Aff2
AFF1	Aff1
KCNV2	Kcnv2
KCNV1	Kcnv1
DKK4	Dkk4
MICALL1	Micall1
DKK2	Dkk2
DKK3	Dkk3
PPP1R2	Ppp1r2
DKK1	Dkk1
PPP1R7	Ppp1r7
PPP1R8	Ppp1r8
WNT3A	Wnt3a
TIRAP	Tirap
MYL10	Myl10
KCNU1	Kcnu1
FAHD1	Fahd1
RMND1	Rmnd1
CIITA	Ciita
MMS22L	Mms22l
SCUBE3	Scube3
SARAF	Saraf
SCUBE2	Scube2
SCUBE1	Scube1
LRP1B	Lrp1b
COL22A1	Col22a1
QDPR	Qdpr
PPP1CC	Ppp1cc
ELL3	Ell3
PPP1CB	Ppp1cb
TIMM8B	Timm8b
ELL2	Ell2
TIMM8A	Timm8a1
MSMP	Msmp
KCNT1	Kcnt1
LRP10	Lrp10
KCNT2	Kcnt2
BPIFC	Bpifc
LRP12	Lrp12
LRP11	Lrp11
WNT5A	Wnt5a
WNT5B	Wnt5b
SOX1	Sox1
MSMB	Msmb
SOX3	Sox3
SOX2	Sox2
SOX5	Sox5
UNC93B1	Unc93b1
SOX4	Sox4
ELK1	Elk1
SOX7	Sox7
ELK3	Elk3
SOX6	Sox6
SOX9	Sox9
KCNRG	Kcnrg
SOX8	Sox8
KCNS3	Kcns3
KCNS1	Kcns1
KCNS2	Kcns2
CNOT6L	Cnot6l
ELK4	Elk4
TOGARAM1	Fam179b
ENTPD7	Entpd7
TOGARAM2	Fam179a
ENTPD8	Entpd8
MSLN	Msln
ENTPD5	Entpd5
ENTPD6	Entpd6
THAP12	Thap12
ENTPD3	Entpd3
ENTPD4	Entpd4
ENTPD1	Entpd1
THAP11	Thap11
ENTPD2	Entpd2
ADSSL1	Adssl1
WDR7	Wdr7
C3orf17	BC027231
WDR5	Wdr5
C3orf18	6430571L13Rik
WDR6	Wdr6
C3orf19	C130022K22Rik
C3orf14	3830406C13Rik
C3orf15	4932425I24Rik
MSL3	Msl3
MSL2	Msl2
BBC3	Bbc3
MSL1	Msl1
WDR4	Wdr4
WDR3	Wdr3
WDR1	Wdr1
RFLNB	Rflnb
TTPA	Ttpa
TIMM50	Timm50
FDXACB1	Fdxacb1
PCGF5	Pcgf5
KCNQ5	Kcnq5
KCNQ4	Kcnq4
PCGF2	Pcgf2
PCGF3	Pcgf3
KCNQ3	Kcnq3
FAM109A	Fam109a
PCGF6	Pcgf6
FAM109B	Fam109b
KCNQ2	Kcnq2
KCNQ1	Kcnq1
ELP4	Elp4
ELP3	Elp3
SYNRG	Synrg
ELP2	Elp2
ELP6	Elp6
ELP5	Elp5
TIMM44	Timm44
PCGF1	Pcgf1
PERM1	Perm1
KIAA0895L	4931428F04Rik
WNT11	Wnt11
WNT16	Wnt16
ZC4H2	Zc4h2
RALGAPB	Ralgapb
SYNPR	Synpr
FAM107A	Fam107a
FAM107B	Fam107b
RASGRP3	Rasgrp3
ELOA	Eloa
MYL6B	Myl6b
RASGRP4	Rasgrp4
ELOB	Elob
RASGRP1	Rasgrp1
ELOC	Eloc
RASGRP2	Rasgrp2
MSI1	Msi1
MSI2	Msi2
MAATS1	Maats1
SYNPO	Synpo
MSH6	Msh6
MSH3	Msh3
MSH2	Msh2
MSH5	Msh5
MSH4	Msh4
ANKAR	Ankar
WNT2B	Wnt2b
SLC17A7	Slc17a7
TSACC	Tsacc
CYP4F8	Cyp4f15
KCNN4	Kcnn4
MICALCL	Micalcl
SLC17A8	Slc17a8
SLC17A5	Slc17a5
SLC17A6	Slc17a6
SLC17A3	Slc17a3
KCNN1	Kcnn1
SLC17A4	Slc17a4
SLC17A1	Slc17a1
KCNN3	Kcnn3
SLC17A2	Slc17a2
KCNN2	Kcnn2
SETD6	Setd6
SETD7	Setd7
SETD8	Setd8
CYP4F2	Cyp4f18
SETD2	Setd2
SETD3	Setd3
SLC17A9	Slc17a9
SETD4	Setd4
SETD5	Setd5
ALDH8A1	Aldh8a1
MEF2C	Mef2c
MEF2B	Mef2b
MEF2A	Mef2a
OXA1L	Oxa1l
AURKAIP1	Aurkaip1
REP15	Rep15
USE1	Use1
ASCC1	Ascc1
RORC	Rorc
RORB	Rorb
RORA	Rora
PRELID3B	Prelid3b
PRELID3A	Prelid3a
DIRAS1	Diras1
DIRAS2	Diras2
TECRL	Tecrl
LOC152586	4933434I20Rik
ZNF664-FAM101A	Fam101a
FAM150B	Fam150b
ROS1	Ros1
ANKS3	Anks3
SIPA1L2	Sipa1l2
SIPA1L3	Sipa1l3
SCYL3	Scyl3
ISG20L2	Isg20l2
SCYL1	Scyl1
ASCC2	Ascc2
ASCC3	Ascc3
SCYL2	Scyl2
SIPA1L1	Sipa1l1
ROR1	Ror1
ROR2	Ror2
PLAC1L	Plac1l
NFKBID	Nfkbid
NFKBIE	Nfkbie
NFKBIB	Nfkbib
NFKBIA	Nfkbia
WARS2	Wars2
PRRC1	Prrc1
KBTBD2	Kbtbd2
KBTBD4	Kbtbd4
KBTBD3	Kbtbd3
KBTBD6	Gm5465
CKLF	Cklf
KBTBD5	Kbtbd5
EFR3A	Efr3a
KBTBD8	Kbtbd8
CCSER2	Ccser2
KBTBD7	Kbtbd7
CCSER1	Ccser1
TECTB	Tectb
SPP2	Spp2
SPOP	Spop
SPP1	Spp1
TECTA	Tecta
TMEM120A	Tmem120a
PHYHIPL	Phyhipl
TMEM120B	Tmem120b
USF1	Usf1
CAMK2N2	Camk2n2
CAMK2N1	Camk2n1
USF2	Usf2
KIAA2026	9930021J03Rik
FNIP1	Fnip1
USF3	Gm608
FNIP2	Fnip2
FAM151A	Fam151a
FAM151B	Fam151b
TREML4	Treml4
TREML2	Treml2
TREML1	Treml1
HTATIP2	Htatip2
GRIP1	Grip1
GNPNAT1	Gnpnat1
SPI1	Spi1
MMP27	Mmp27
MMP28	Mmp28
OR7E24	Olfr18
CDR2L	Cdr2l
GTSE1	Gtse1
MMP25	Mmp25
MMP24	Mmp24
MMP20	Mmp20
TYR	Tyr
MMP21	Mmp21
ERFE	Erfe
DMKN	Dmkn
VKORC1	Vkorc1
IGFLR1	Igflr1
SNAP47	Snap47
FAM154B	Fam154b
SPIB	Spib
SPIC	Spic
CCDC28A	Ccdc28a
FAM154A	Fam154a
CCDC28B	Ccdc28b
NFKBIZ	Nfkbiz
MMP19	Mmp19
MMP17	Mmp17
MMP16	Mmp16
RFTN2	Rftn2
MMP15	Mmp15
RFTN1	Rftn1
MMP14	Mmp14
MMP13	Mmp13
ELMO3	Elmo3
ELMO2	Elmo2
MMP12	Mmp12
ELMO1	Elmo1
GTSF1	Gtsf1
MMP11	Mmp11
MMP10	Mmp10
EREG	Ereg
TXN	Txn1
GRIP2	Grip2
TXK	Txk
SNAP29	Snap29
MKNK2	Mknk2
ERI1	Eri1
MKNK1	Mknk1
ERI2	Eri2
ERI3	Eri3
6-Mar	6-Mar
IGSF10	Igsf10
FAM71F1	Fam71f1
IGSF11	Igsf11
ANKS6	Anks6
FAM156A	Tmem29
FAM156B	Tmem29
SNAP23	Snap23
SNAP25	Snap25
FAM71F2	Fam71f2
USB1	Usb1
NUCKS1	Nucks1
CSNK2B	Csnk2b
PHF10	Phf10
PHF12	Phf12
CYLC1	Cylc1
IGSF23	Igsf23
CYLC2	Cylc2
MEF2D	Mef2d
PHF17	Phf17
IGSF21	Igsf21
PHF19	Phf19
CSNK1D	Csnk1d
PHF14	Phf14
CSNK1E	Csnk1e
PHF13	Phf13
PHF16	Phf16
PHF15	Phf15
FAM155B	Tmem28
FAM155A	Fam155a
FAM71E1	Fam71e1
FAM71E2	Fam71e2
YKT6	Ykt6
GRIK1	Grik1
GRIK2	Grik2
SNRPD3	Snrpd3
GRIK3	Grik3
GRIK4	Grik4
SNRPD1	Snrpd1
TGFB3	Tgfb3
GRIK5	Grik5
SNRPD2	Snrpd2
TGFB1	Tgfb1
TGFB2	Tgfb2
FNTB	Fntb
USP27X	Usp27x
FNTA	Fnta
TGFBI	Tgfbi
MLST8	Mlst8
SOGA1	Soga1
MYO3A	Myo3a
SOGA2	1110012J17Rik
SOGA3	Soga3
MYO3B	Myo3b
TMEM126A	Tmem126a
TMEM126B	Tmem126b
PITHD1	Pithd1
ASCL2	Ascl2
ASCL1	Ascl1
DCUN1D1	Dcun1d1
DCUN1D2	Dcun1d2
DCUN1D3	Dcun1d3
ASCL5	Ascl5
DCUN1D4	Dcun1d4
DCUN1D5	Dcun1d5
ASCL4	Ascl4
ASCL3	Ascl3
SPTB	Sptb
KRTAP15-1	Krtap15
CES4A	Ces4a
CERS6	Cers6
TMIGD1	Tmigd1
CERS5	Cers5
CERS4	Cers4
CERS3	Cers3
PDXDC1	Pdxdc1
IL12RB2	Il12rb2
WAPL	Wapl
IL12RB1	Il12rb1
CERS1	Cers1
CERS2	Cers2
ICOS	Icos
ATXN7L3B	Atxn7l3b
B3GLCT	B3glct
TFDP2	Tfdp2
TFDP1	Tfdp1
UCN	Ucn
MYO1A	Myo1a
GSX2	Gsx2
MYO1C	Myo1c
MYO1B	Myo1b
MYO1E	Myo1e
MYO1D	Myo1d
GRIN1	Grin1
GSX1	Gsx1
MPHOSPH10	Mphosph10
MYO1G	Myo1g
MYO1F	Myo1f
ICMT	Icmt
MYO1H	Myo1h
MYO10	Myo10
GRINA	Grina
MYO16	Myo16
MYO19	Myo19
ABRACL	Abracl
COL20A1	Col20a1
WARS	Wars
TREH	Treh
AHNAK	Ahnak
RTN4IP1	Rtn4ip1
TIMM29	Timm29
ERMN	Ermn
CES5A	Ces5a
TIMM23	Timm23
TIMM21	Timm21
TIMM22	Timm22
TRDN	Trdn
CAPN10	Capn10
CAPN11	Capn11
CAPN12	Capn12
CAPN13	Capn13
UBC	Ubc
ERN1	Ern1
UBD	Ubd
ERN2	Ern2
UBB	Ubb
WASL	Wasl
UBAP2	Ubap2
DMC1	Dmc1
UBAP1	Ubap1
ROM1	Rom1
SSFA2	Ssfa2
TIMM10	Timm10
TIMM13	Timm13
PRRG3	Prrg3
PRRG4	Prrg4
PRRG1	Prrg1
PRRG2	Prrg2
ICT1	Ict1
SPRN	Sprn
CEP192	Cep192
PM20D2	Pm20d2
PM20D1	Pm20d1
CYP20A1	Cyp20a1
PRR18	Prr18
PRR16	Prr16
PRR15	Prr15
PRR14	Prr14
PRR13	Prr13
PRR12	Prr12
PRR11	Prr11
LHCGR	Lhcgr
PRR19	Prr19
GRID2	Grid2
CEP290	Cep290
IZUMO1	Izumo1
IZUMO2	Izumo2
IZUMO3	Izumo3
IZUMO4	Izumo4
GRID1	Grid1
CEP295	Cep295
KRT12	Krt12
KRT13	Krt13
KRT10	Krt10
WFDC13	Wfdc13
WFDC11	Wfdc11
WFDC12	Wfdc12
KRT19	Krt19
KRT18	Krt18
KRT17	Krt17
KRT16	Krt16
KRT15	Krt15
KRT14	Krt14
PDE4DIP	Pde4dip
